example_id,definition_id,example_no,example_sentence
2900,290,0,The ruins of several Roman forts can still be seen throughout the English countryside.
3000,300,0,"Nowadays, people are too obsessed with the fabulous lifestyles of celebrities."
3100,310,0,"In many companies, a rigid hierarchy can prevent creative ideas from reaching the top management."
3200,320,0,Many small businesses are struggling to survive during the economic recession.
3210,321,0,The struggle for civil rights lasted for decades.
3300,330,0,The witness provided a vivid description of the suspect to the police.
3400,340,0,The tech industry has seen explosive growth over the last decade.
3410,341,0,The construction crew used explosives to clear the path for the new tunnel.
3500,350,0,Medical experts attribute the rise in health issues to a lack of physical activity.
3510,351,0,Patience is an essential attribute for a successful teacher.
3600,360,0,The scientists conducted the experiment under strictly controlled conditions.
3700,370,0,Delaying the repairs could result in a costly mistake in the long run.
3800,380,0,The old wooden house was infested with termites.
3900,390,0,This position requires at least five years of experience in the field.
4000,400,0,The government imposed a strict travel restriction to prevent the spread of the virus.
4100,410,0,It is sometimes difficult to distinguish between factual news and biased opinions.
4200,420,0,"The driver was lucky to survive the crash, as it could have been fatal."
4300,430,0,New software was installed to improve the overall efficiency of the production line.
4400,440,0,Eight kilometers is roughly the equivalent of five miles.
4500,450,0,The airline announced an increase in fares for both domestic and international flights.
4600,460,0,The smartphone app has an intuitive interface that is easy for anyone to use.
4700,470,0,Scratching an insect bite will only aggravate the itch and cause further irritation.
4800,480,0,The old warehouse was converted into a modern art gallery.
4900,490,0,The company’s reputation suffered greatly after the product recall.
4910,491,0,He has been suffering from a severe cold for the past week.
5000,500,0,We encountered several unexpected problems during the early stages of the project.
5100,510,0,The region is famous for its abundant natural resources and fertile soil.
5200,520,0,The committee will assess the environmental impact of the new highway construction.
5300,530,0,A large crowd began to assemble in front of the city hall for the protest.
5310,531,0,It took me several hours to assemble the new bookshelf I bought online.
5400,540,0,Many elderly people in this village rely on their neighbors for grocery shopping.
5500,550,0,Biologists classify animals into different groups based on their physical characteristics.
5600,560,0,She has high aspirations to become a world-renowned scientist.
5700,570,0,I’m not criticizing you; I’m merely stating the facts.
5800,580,0,The number of wild tigers has declined significantly over the past century.
5810,581,0,There has been a steady decline in the birth rate since the 1990s.
5900,590,0,The new scholarship program will enable many low-income students to attend university.
6000,600,0,"Everyone is welcome to join the club, regardless of their age or experience."
6100,610,0,The shop offered a huge discount to entice customers into the store.
6200,620,0,The company was established in 1995 and has since become a global leader.
6300,630,0,Rising sea levels pose a serious threat to coastal cities.
6400,640,0,The species is under threat of extinction due to habitat loss.
6500,650,0,The teacher noticed that one of her pupils was exceptionally gifted in math.
6600,660,0,The investigation revealed that the fire was caused by a faulty electrical wire.
6700,670,0,Health organizations are working together to eradicate polio worldwide.
6800,680,0,Her speech inspired many young people to pursue careers in social work.
6900,690,0,Asia is the largest and most populous continent on Earth.
7000,700,0,Positive feedback can greatly motivate employees to perform better.
7100,710,0,Children should be taught how to behave properly in public places.
7200,720,0,Many experts remain sceptical about the effectiveness of the new policy.
7300,730,0,Artificial intelligence is changing the way we live and work.
7400,740,0,The ancient history of Egypt has always fascinated travelers from around the world.
7500,750,0,The side effects of this medication are usually very mild.
7600,760,0,The storm caused severe damage to the roof of the house.
7610,761,0,Smoking can permanently damage your lungs.
7700,770,0,The clinic is authorized to administer vaccines to the local residents.
7800,780,0,It is a common practice in this culture to take off your shoes before entering a home.
7900,790,0,Regular exercise is highly beneficial for both physical and mental health.
8000,800,0,"The trains in this city are invariably on time, even in bad weather."
8100,810,0,The company has developed a robust security system to protect user data.
8200,820,0,The next flight to London is due to depart at 3 PM.
8210,821,0,The electricity bill is due by the end of this week.
8300,830,0,He was arrested for trying to smuggle illegal goods across the border.
8400,840,0,"Under the right conditions, organic matter can fossilise over millions of years."
8500,850,0,Investing all your money in a single stock carries a high financial risk.
8600,860,0,The accident caused permanent damage to his hearing.
8700,870,0,It can be difficult to cope with the stress of a demanding job.
8800,880,0,The earthquake destroyed hundreds of homes in the coastal area.
8900,890,0,The first chapter sets the scene for all subsequent events in the novel.
9000,900,0,The battery in this laptop can last for up to ten hours on a single charge.
9010,901,0,"Last night, the city experienced the heaviest rainfall of the year."
9100,910,0,The fire was not an accident; it was a deliberate act of arson.
9200,920,0,The strong odour of rotten eggs indicated a possible gas leak.
9300,930,0,Lions are top predators that play a vital role in the ecosystem.
9400,940,0,The fates of the two families have been intertwined for generations.
9500,950,0,They are seeking a highly motivated individual for the marketing manager position.
9600,960,0,The company uses social media to promote its new line of eco-friendly products.
9610,961,0,She was promoted to senior vice president after successfully leading the merger.
9700,970,0,Effective communication is crucial for a healthy and lasting relationship.
9800,980,0,The hikers found shelter in a nearby cave when the storm started.
9810,981,0,The trees provided a place to shelter from the burning sun.
9900,990,0,The discovery of the ancient tomb provided new insights into Egyptian archaeology.
10000,1000,0,The kangaroo is indigenous to the Australian continent.
10100,1010,0,"Attendance at the workshop is strictly voluntary, so you don't have to come."
10200,1020,0,The average annual rainfall in this region has decreased significantly over the years.
10300,1030,0,The police recovered the stolen property and returned it to the rightful owner.
10310,1031,0,One of the most important properties of copper is its excellent electrical conductivity.
10400,1040,0,The system allows for the quick retrieval of data from the central database.
10500,1050,0,I am certain that we have made the right decision for the company's future.
10600,1060,0,The photographer managed to capture the exact moment the sun set over the horizon.
10700,1070,0,"The main office handles marketing, while subsidiary branches focus on local sales."
10800,1080,0,The sailors were forced to abandon the ship after it hit an iceberg.
10810,1081,0,The company decided to abandon the project due to a lack of funding.
10900,1090,0,The bird's beak changed over time through an evolutionary process.
11000,1100,0,She received a prestigious award for her contribution to cancer research.
11010,1101,0,The judges decided to award the first prize to the young pianist.
11100,1110,0,The destruction of the rainforest is threatening the natural habitat of many species.
11200,1120,0,We have sufficient evidence to prove that the defendant was at the scene.
11300,1130,0,The prisoners managed to escape through a small window in the cell.
11400,1140,0,The security guard did not allow anyone to enter the building without an ID.
11410,1141,0,"When planning the trip, we should allow for unexpected delays at the airport."
11500,1150,0,"With the benefit of hindsight, it’s easy to see where we went wrong."
11600,1160,0,Local residents strongly oppose the construction of a new landfill site.
11700,1170,0,She is determined to finish the marathon despite her leg injury.
11800,1180,0,Old people are particularly vulnerable to the effects of extreme cold.
11900,1190,0,"I presume that they will arrive on time, given the light traffic."
12000,1200,0,He decided to apply for a scholarship to help pay for his university tuition.
12100,1210,0,The mountain climbers began their final ascent to the summit at dawn.
12200,1220,0,The fire caused extensive damage to the historical building.
12300,1230,0,The new health care program focuses on reducing infant mortality rates.
12400,1240,0,Volunteering at the animal shelter was a deeply rewarding experience.
12500,1250,0,The teacher tried to foster a sense of community among the students.
12600,1260,0,Numerous studies have shown that lack of sleep affects productivity.
12700,1270,0,The central bank decided to keep the interest rate unchanged this month.
12800,1280,0,The researchers conducted experiments to test their original hypothesis.
12900,1290,0,The basic principle of democracy is that everyone has an equal vote.
13000,1300,0,The new model has several features that make it distinct from the previous version.
13100,1310,0,"Due to the damage, the old bridge is no longer safe for cars to use."
13200,1320,0,Regular maintenance is required to keep the machine running smoothly.
13300,1330,0,The company struggled to retain its best employees during the merger.
13400,1340,0,It is difficult to judge the success of the project so early on.
13500,1350,0,Water is composed of hydrogen and oxygen atoms.
13600,1360,0,Children under 12 must be accompanied by an adult to enter the museum.
13700,1370,0,The scientist propounded a new theory about the origins of the universe.
13800,1380,0,Small businesses must evolve to survive in the rapidly changing market.
13900,1390,0,You can check the status of your order on our website.
14000,1400,0,The explosion sent a powerful blast of air through the tunnel.
14100,1410,0,"The area is designated for commercial use, so no residential buildings are allowed."
14200,1420,0,The history teacher asked us to list the kings in chronological order.
14300,1430,0,The two small tech companies decided to merge to compete with larger rivals.
14400,1440,0,Information about the new policy is available on the official website.
14500,1450,0,The hikers began to descend the mountain as the weather turned bad.
14600,1460,0,Species that can adapt to changing environments are more likely to survive.
14700,1470,0,"The project was an immense success, exceeding all expectations."
14800,1480,0,The prisoners had to endure harsh conditions during the winter.
14900,1490,0,The smell of fresh bread from the bakery was irresistible.
15000,1500,0,The school has strict rules regarding the use of mobile phones in class.
15100,1510,0,The tourists watched from the ship as a pod of humpback whales emerged from the ocean depths.
15200,1520,0,The discovery of penicillin in 1928 brought about numerous health benefits for people suffering from bacterial diseases and infections.
15210,1521,0,Experimenting with different musical genres rather than sticking to just one can benefit the creative process of aspiring musicians.
15300,1530,0,"Since the themes contained in modern art can be perplexing and obscure, many visitors use audio guides."
15400,1540,0,"Using GPS and satellite imagery, scientists were able to track the herd of reindeer across northern Canada."
15500,1550,0,Political philosophers in the 17th century offered contrasting views on the conditions that led to civil society.
15600,1560,0,The product development team was ready to halt the project if the market survey’s result was negative about the new flavours.
15610,1561,0,Hiding financial debt from a business partner can bring even the most promising relationships to a halt.
15700,1570,0,It was necessary to obtain more samples from the glacial ice for further study.
15800,1580,0,"The remaining male rhinos were put into a specialised breeding programme that would, biologists hoped, save the species."
15900,1590,0,The building was undamaged apart from a few shattered windows.
16000,1600,0,The director was able to secure funding to keep the homeless shelter open this winter.
16010,1601,0,"During training, flight attendants learn how to make passengers feel safe and secure on board."
16100,1610,0,"By law, all cinemas, sports stadiums and concert halls are required to have special seating areas for the disabled."
16200,1620,0,A recent report claims that the social pressure to dress fashionably marginalises children from low-income families.
16300,1630,0,Introducing the Asian carp to American waterways affected the ecosystems of several lakes and rivers.
16400,1640,0,International trade agreements involve compromises from all participating nations.
16410,1641,0,Youths who are involved with community programmes develop a sense of their strengths and weaknesses.
16420,1642,0,Dog show competitors are so involved in the sport that they may even spend their total income on their dogs.
16500,1650,0,Draining the lake would provide water for residents in the drought-affected region.
16510,1651,0,Marathon runners are drained of energy during the race and should have nutritious food in order to recover.
16600,1660,0,The civil war had a profound effect on the economies of the neighbouring countries.
16700,1670,0,One of the obvious benefits of a plant-based diet is a reduction in body fat.
16800,1680,0,Several engineers volunteered to travel to the developing country to help improve the irrigation systems of its farmlands.
16900,1690,0,"To this day, many people argue that concerns about climate change are exaggerated by certain media sources and political parties."
17000,1700,0,Interest in home gardening has been increasing steadily over the past decade.
17100,1710,0,"By draining the wetland, land available for cultivation in the region increased by 25%."
17200,1720,0,"During an eruption, solid rock melts into liquid magma and flows outward from the volcano."
17300,1730,0,The research team’s next goal is to create an artificial intelligence that can mimic human emotions.
17400,1740,0,"Take care when picking mushrooms in the forest, as only a few varieties are edible."
17500,1750,0,Speakers are installed in all hotel rooms to alert guests in case of an emergency such as a fire.
17510,1751,0,The coast guard issued a storm alert for the local fishing community.
17600,1760,0,The current food production level will not be enough to feed Earth’s expected future population size.
17700,1770,0,"For developing countries, participating in the Olympic Games became a means of earning recognition on the international stage."
17800,1780,0,The social media site has faced harsh criticism for intrusions into its users’ privacy.
17900,1790,0,Early civilisations used hollow coconut shells as a means of serving and storing food.
18000,1800,0,The charity organization is responsible for the distribution of essential medicines to rural areas.
18100,1810,0,"Only rarely is an exotic pet allowed in an airplane cabin, even if it is designated as a support animal."
18200,1820,0,Charts and graphs will aid audience understanding by visualising your data.
18210,1821,0,Tablet computers have become an invaluable study aid for all ages of students.
18300,1830,0,It's rare to sustain a friendship from primary school through to adulthood.
18400,1840,0,The initial step in establishing a personal relationship is to have communication.
18500,1850,0,"In order to keep tracking the location of the endangered animals, precise GPS data provided from satellites is necessary."
18600,1860,0,A sharp spade was required to penetrate the tough topsoil.
18610,1861,0,Only advanced readers will be able to penetrate the author’s dense writing style.
18700,1870,0,Flexible working hours draw much interest from individuals seeking work-life balance.
18800,1880,0,Entire itineraries should be reviewed before confirming travel arrangements.
18900,1890,0,The theory proposes that the human brain inherently has the tools for learning a language.
19000,1900,0,The brothers’ conflict over the money caused a long period of estrangement between them.
19100,1910,0,The algae growing on the lake’s surface could seriously affect the amount of oxygen in the water.
19200,1920,0,English is one of Singapore’s four official languages.
19210,1921,0,Government officials arrived at the site of the earthquake to begin assessing the damage.
19300,1930,0,An airdrop system was designed to deliver supplies to isolated regions.
19400,1940,0,Not every major government accepts that global warming is caused by human actions.
19500,1950,0,"The functional and innovative design of the building was widely acclaimed, making it the city’s most distinctive landmark."
19510,1951,0,"Although the song was unpopular with critics upon its initial release, Queen’s ‘Bohemian Rhapsody’ eventually received worldwide acclaim."
19600,1960,0,Workaholics should not underestimate the value of including leisure time in their busy schedules.
19700,1970,0,Housing prices rose steeply in the heavily populated neighbourhoods of London.
19800,1980,0,The success of the new mobile device is heavily dependent on how efficient its batteries are in actual use.
19900,1990,0,The ancient Roman city of Pompeii was destroyed by the violent eruption of Mt. Vesuvius in 79 A.D.
20000,2000,0,Some major telecommunications companies are hoping to make WiFi internet available virtually everywhere in the city.
20100,2010,0,"Due to the ongoing drought, the government imposed severe limits on water usage for lawn maintenance."
20200,2020,0,"With the steady growth in global population, scientists worry that we’ll soon reach the Earth’s full capacity for sustaining human life."
20300,2030,0,The team built horizontal and vertical tunnels to excavate buried pottery and weapons.
20400,2040,0,"Erosion by wind, rain and the Colorado River shaped the Grand Canyon."
20500,2050,0,The government’s serious finance deficit was a result of excessive reliance on the US dollar.
20600,2060,0,The fossilized remains reveal the shape of prehistoric turtles.
20700,2070,0,Attendees at the tech expo were eager to try the latest video game consoles.
20800,2080,0,The volcano’s eruption spread smoke and ash throughout the entire region.
20900,2090,0,Many telecommunications companies charge their customers for hidden services.
20910,2091,0,The charge for a week-long tourist transit pass is $35.
21000,2100,0,"Even if the amount is really small, artificial ingredients in laundry detergent could cause skin irritation."
21100,2110,0,Proper hand washing can prevent the spread of infection in hospitals.
21200,2120,0,Scientists were able to identify the species from its unique markings.
21300,2130,0,The underlying cause of the conflict was a dispute over water rights.
21400,2140,0,The company interviewed several prospective candidates for the position.
21500,2150,0,The Arctic region is inhospitable to most forms of life.
21600,2160,0,Our ancestors migrated to this region thousands of years ago.
21700,2170,0,Genetic variation within a species is essential for evolution.
21800,2180,0,The committee will address the issue at next week's meeting.
21900,2190,0,They live in a remote village in the mountains.
22000,2200,0,Children should learn to think independently from an early age.
22100,2210,0,TempExample_22100
22200,2220,0,TempExample_22200
22300,2230,0,TempExample_22300
22400,2240,0,TempExample_22400
22500,2250,0,TempExample_22500
22600,2260,0,TempExample_22600
22700,2270,0,TempExample_22700
22800,2280,0,TempExample_22800
22900,2290,0,TempExample_22900
23000,2300,0,TempExample_23000
23100,2310,0,TempExample_23100
23200,2320,0,TempExample_23200
23300,2330,0,TempExample_23300
23400,2340,0,TempExample_23400
23500,2350,0,TempExample_23500
23600,2360,0,TempExample_23600
23700,2370,0,TempExample_23700
23800,2380,0,TempExample_23800
23900,2390,0,TempExample_23900
24000,2400,0,TempExample_24000
24100,2410,0,The periodicals in the library’s archives date back to the late 19th century.
24200,2420,0,A balanced and healthy ecosystem largely depends on the intricate relationship between plants and insects.
24300,2430,0,Hamsters can flatten their bodies ro pass through a tiny hole.
24400,2440,0,Many diet plans are dropped altogether when individuals do not see immediate results.
24500,2450,0,The boys who were trapped inside the tunnel were finally freed after a 15-hour rescue operation.
24510,2451,0,Some species of spider are able to construct instricate traps in order to make their prey immobile
24600,2460,0,Falling from great heights is an occupational hazard that many construction workers face on a daily basis.
24700,2470,0,Social media users coined hundreds of new words last year.
24800,2480,0,"Social work is a mentally and emotionally demanding field, but it is highly rewarding."
24900,2490,0,The canal’s construction may have been abandoned if the engineers had not come up with the remarkable solution.
25000,2500,0,"In 1936, Francisco Franco began the civil war in an effort to seize control of the Spanish government."
25100,2510,0,The new waste disposal regulations are first part of the cityi’s environment initiative.
25200,2520,0,It is beneficial to both a company and its staff that performance appraisals are routinely carried out.
25300,2530,0,"Areas rich in coal and other natural resources used to be exploited by powerfull corporations."""
25400,2540,0,"To protect the marine environment, safer methods of extracting oil from the ocean floor will need to be developed."
25500,2550,0,Migraines are a chronic illness that afflict approximately one in eight people in U.S.
25600,2560,0,"Wasabia japonica, or Japanese horseradish, grows best in damp soil protected by shade."
25700,2570,0,TempExample_25700
25710,2571,0,Government officials figured that the recession would come to an end within the next six months.
25800,2580,0,The level of special education provision is increasing as national initiatives have been aggressively undertaken.
25900,2590,0,The British Empire colonised approximately a quater of the territories in the world.
26000,2600,0,"Most people opt for safe, low-earning investiment plans to avoid the finalcial hazards of more rewarding ones."
26100,2610,0,Wireless technologies allow us to transmit images and documents to each other no matter where we are.
26200,2620,0,"In today’s complex and global market, consumers are generally unaware that their purchases entail ethical dilemmas such as labour exploitation."
26300,2630,0,TempExample_26300
26310,2631,0,The divers failed ro locate the crashed airplane’s data recording device.
26400,2640,0,Agriculture in the pase was completely reliant on wather.
26500,2650,0,The president’s plan to fully convert the country to clean energy was endorsed by the ten largest corporations in the nation.
26600,2660,0,The prosecutor could not provide the court with solid evidence of arson.
26700,2670,0,The format for a CV and a cover letter should be appropriate for each job position.
26800,2680,0,All medical records are required to be kept as confidential information.
26900,2690,0,The specimen was sent to the National Science Centre after the local research group was unable to conclusively identify the strage fish.
27000,2700,0,Travelers affected by the flight cancellation may choose to stay in a hotel near the airport rather than return.
27010,2701,0,It is believed that meat from a stressed animal can be rather tough when cooked.
27100,2710,0,It has become crucial to reconcile one’s work life with one’s family life.
27200,2720,0,The recreational vehicles that belong to the resort are avilable only to VIP guests.
27300,2730,0,"If you live in a rural, wooded area, frequently check your outdoor pets for parasites"
27400,2740,0,The fungal parasite is to blame for the destruction of last season’s crops.
27500,2750,0,"The migration of out ancestors across the Bering Strait brought the first humans to North America over 20,000 years ago."
27600,2760,0,Anne Frank’s father’s attempts to run away from Germany were thwarted by strict US immigration polices.
27700,2770,0,The tsunami that hit the coastal region coincided with a volcanic eruption that took place 23 kilometers from shore.
27800,2780,0,"The teenagers who grew up in the remote village had no exposure to pop music, social media or reality television."
27900,2790,0,"The British and Prussians defeated Napoleon at Waterloo, thereby ending the Napoleonic Wars."
28000,2800,0,The amount of plastics found in the stomachs of large marine creatures was shocking.
28100,2810,0,The human race has greatly affected the Earth’s climate and atmosphere.
28200,2820,0,The top horses arrived at the track for the international horse race.
28300,2830,0,The company’s bankruptcy was inevitable after the huge failure of its latest product.
28400,2840,0,The device is designed for individuals who only have partial use of their hands.
28500,2850,0,Most cases of addiction to painkillers start with a legimate prescription from a doctor.
28600,2860,0,"Universal Studios, a huge amusement park, has been a reliable source of income for residents in the county."
28700,2870,0,The lawyer needed to prove that the defendant did not make a consciious decision to commit the crime.
28710,2871,0,Parents were concered about the difficult themes the children’s programme explored.
28720,2872,0,The mayor plans ro hold a town forum to outline the agricultural proposal as it concerns the entire comminity.
28730,2873,0,"When preparing for a job interview, concern yourself with your appearance as well."
28800,2880,0,The changes made to the dress were irreversible.
28900,2890,0,Many of the artefacts recovered from the pharaoh’s tomb were thought to be priceless.
29000,2900,0,People in northern regions have different ways of dealing with the feeling of isolation and confinement that accompany the long witers.
29100,2910,0,Employees attend the lectures but make no attempl to apply what they’ve learnt to their daily tasks.
29110,2911,0,Some people in the Middle Ages attempted to change different materials into gold.
29200,2920,0,Reduced nus fares on the weekends should encourage more people to use public transport in the city.
29300,2930,0,The human body is made up of more than 10 trillion cells.
29400,2940,0,"When sleeping, blood pressure is lowered and body temparature is dropped slightly."
29410,2941,0,every candidate running for electron pledges lower taxes.
29500,2950,0,A triathlon is one of the most challengeing competitions an athlete can enter.
29600,2960,0,Martin Luther King Jr.spoke with utter conviction of the troubles facing African Americans.
29700,2970,0,"He was especially successful in winning the votes of low-income, poorly educated citizens."
29800,2980,0,Eating or drinking before a medical check-up may prevent the tested from obtaining accurate results.
29900,2990,0,The best room with a stunning ocean view is the one ate the end of the corridor.
30000,3000,0,The gravitational force of an object is directly related to its mass.
30010,3001,0,"Some engineers imagine a future where free, clean energy is available to the masses."
30020,3002,0,The inaccurate schedule of the mass transit system is the most frequent complaint from city residents.
30100,3010,0,"With the ater temperatures rising, many species of coral age going extinct at alarming rates."
30200,3020,0,The swimmer followed a particular diet in order to have enough energy to train for eight hours a day.
30210,3021,0,"Before out tour starts, I would like to go over some of the particulars with all of you."
30300,3030,0,The flooding of the Nile occurs every year between June and September because of melting snow in the Ehiopian Highlands.
30400,3040,0,"The plant’s leaves, when boiled, had an effect similar to that of a painkiller, but only to a limited extent."
30500,3050,0,The amount of traffic in the downtown area is governed to a large extent by whether ot not a game is being held at Oliver Stadium.
30600,3060,0,The workforce demanded to know the CEO’s reasoning for increasing his own salary while cutting employees’.
30700,3070,0,The conditions for the experiment closely resembled those of the natural environment.
30800,3080,0,"At the awards ceremony, the director received recognition for her outstanding contributions to cinema."
30810,3081,0,"By cleaning forests, draining lakes and removing mountaintops, the mining operation had changed the landscape beyond any recognition."
30900,3090,0,Adding fresh basil will enhance the flavour of your sauce.
31000,3100,0,"Conditions in the bankrupt nation were worsened by the famine, which resulted from the poor crop harvest."
31100,3110,0,The Burj Khalifa in Dubai has more than 160 storeys and is almost 830 metres tall.
31200,3120,0,"While the original aim was to renovate the old threatre, the owners later decided to demolish it."
31210,3121,0,The majority of sportswear advertisements are aimed at men and women between the ages of 18 to 35.
31300,3130,0,Tourists in New Oleans frequently visit the bar because it is one of the best venues for live jazz music in the world.
31400,3140,0,"Whenever supply of oil begins to exceed global demand, oil prices tend to fluctuate widly."
31500,3150,0,The band was relatively unknown until they released their rock and roll breakthough that would define their career.
31600,3160,0,"The job market for recent law graduates has become increasingly competitive, and law firms are offering fewer and fewer jobs."
31610,3161,0,"To keep the new laptop’s pricing competitive, some compromises had to be made to its processing power."
31700,3170,0,It is illegal for drivers to text of use their mobile phones whilst driving.
31800,3180,0,Captain Robert Falcon Scott embarked on a dangerous expedition to the Antarctic Plateau.
31900,3190,0,"Due to the widespread use of social media, it is easier than ever for individuals to acieve instant fame."
32000,3200,0,Geographical landmarks were used to plot the dimensions of the new road.
32010,3201,0,It took the author more than ten years to plot and then write the final two novels in his fantasy saga.
32020,3202,0,"Every summer, my grandmother would plant a plot of green beans in her backyard."
32100,3210,0,"Within cities, traffic-related issues are the core of most complaints."
32200,3220,0,"With the cost of the construction project increasing rapidly, the project manager accepted the need for retrenchment."
32300,3230,0,Our company achived a dominant position in the market by being the first to focaus on online sales.
32400,3240,0,The international community has a moral obligation to provide assistance to countries affected by natural disasters.
32500,3250,0,Travellers seeking the ideal conditions for a relaxing day at the beach should book their flights for December or January.
32600,3260,0,Voters are largely oblivious to how their government actually works.
32700,3270,0,"Although it is not shocking by today’s standards, the novel was extremly controversial within the cultural context of its time."
32800,3280,0,"In some job fields, the academic qualifications of an employee do not matter."
32810,3281,0,A committee was set up to deal with any financial matters related to the construction project.
32900,3290,0,The end of the First World War is inextricably linked with the start of the second.
33000,3300,0,"Recreational fishermen use advanced fishing reels to catch salmon, tuna and other large fish."
33100,3310,0,"Backpackers frequently express envy towards the apparent simplicity of the locals’s lives, but this sentiment neglects the daily difficulties these men and women face."
33200,3320,0,"Since reptiles are cold-blooded, you can often find them in the wild sunning themselves on a rock."
33300,3330,0,"If you don’t use a special wide-angle lens, photographs taken underwater will appear distorted."
33400,3340,0,The unexpected change in the hurricane’s direction led to widespread panic along the coast.
33500,3350,0,The new attendance policy succeeded in reducing lateness and overuse of personal leave.
33510,3351,0,Mr Taylor succeeded his father as CEO of Eastland Industries.
33600,3360,0,The harsh and horrible sound effects in the scene seemed to frighten even adults.
33700,3370,0,"There are marked differences in slope difficulties, clearly indicated by different colours and shapes at the ski resort."
33800,3380,0,Aa professional handyman was hired to ensure that the new water purification system would be properly installed and maintained.
33900,3390,0,The  revelation that the Earth orbits the sun was disputed by many sholars and religious leaders of the time.
34000,3400,0,"After the announcement that the company would be down sizing, there was a sense of anxiety prevailing across all offices."
34100,3410,0,The central feature of the architect’s most famous house was the peaceful waterful that ran underneath it.
34110,3411,0,The film featured a wide cast of unique characters who all contributed to the exciting plot.
34200,3420,0,The Stevensons took out a large loan from the bank in order to start therir bakery.
34300,3430,0,Many university students take advantage of free Wi-Fi sevices at cafes and libraries to avoid the high monthly fees of home internet services.
34400,3440,0,The idea for the poem originated from the author's experiences during World War I.
34500,3450,0,The team commanded a lead as it entered the final stage of the race.
34600,3460,0,The new fibre is extremely flexible and could have multiple uses in construction.
34700,3470,0,Qualified accountant will be assigned to your business to review any possible miscalculations in your taxes.
34800,3480,0,The bank statements provided concrete evidence that Mr Turner had accepted bribes while he was president of the football league.
34810,3481,0,First massive concrete columns were built across the river to provide support for the bridge.
34900,3490,0,A key trait of a capable negotiator is his or her willingness to compromise.
34910,3491,0,The students’ poor behaviour at the seminar compromised the good reputation of the university.
35000,3500,0,A lack of fiber in one’s diet can lead to serious digestive issues.
35010,3501,0,The education reform did not pass because it lacked support from conservative voters.
35100,3510,0,Astoni Guadi’s love of natre had a considerable influence on his architecture.
35200,3520,0,Nuclear weapons are reffered to as a threat to the entire human race.
35300,3530,0,Sea captains need to obey international regualtions during navigation.
35400,3540,0,"Whithin a few years, robots will possess lifelike human characteristics and be employed in several hospitality industries."
35500,3550,0,The amazing rescue at Dunkirk was done by oridnary people acting  bravely in extraordinary times.
35600,3560,0,Customers are offered incentives to encourage prompt payment of monthly utility bills.
35610,3561,0,The rising number of road accidents prompted the government to reduce the speed limit on highways.
35620,3562,0,some stage actors require a prompt from the director when they forget their lines.
35700,3570,0,The electronics company was accused of exploiting its factory workers.
35800,3580,0,the economic crash resulted in an invasion of young adults into the army.
35900,3590,0,"With some exceptions, people have the right to refuse medical treatment."
36000,3600,0,Activities will not commence until after lunch so that quests have time to get settled into their rooms.
36100,3610,0,TempExample_36100
36200,3620,0,TempExample_36200
36300,3630,0,TempExample_36300
36400,3640,0,TempExample_36400
36500,3650,0,TempExample_36500
36600,3660,0,TempExample_36600
36700,3670,0,TempExample_36700
36800,3680,0,TempExample_36800
36900,3690,0,TempExample_36900
37000,3700,0,TempExample_37000
37100,3710,0,TempExample_37100
37200,3720,0,TempExample_37200
37300,3730,0,TempExample_37300
